feature_set,feature_family,candidate_compatible,n_features,model_type,benchmark_role,selected_by_validation,bn_slice_method,bn_slice_train_scope,bn_formula_count,bn_row_count,completed_holds,benchmark_status,benchmark_note,mae,rmse,r2,k_neighbors
fractional_composition_vector,composition_only,True,118,torch_sparse_fractional_attention,selected_model,True,leave_one_bn_formula_out,full_dataset_minus_held_out_bn_formula,10,12,10,ok,"Runs a dedicated BN-focused leave-one-formula-out benchmark because the standard grouped split can place zero BN formulas in validation/test. This is a small-sample diagnostic for BN-centered generalization, not a definitive BN-only benchmark.",1.7101903486284187,2.0191156671789052,-0.2532885737636572,
fractional_composition_vector,composition_only,True,118,bn_local_knn_mean,bn_local_reference_baseline,False,leave_one_bn_formula_out,bn_only_reference_formulas,10,12,10,ok,"Runs a dedicated BN-focused leave-one-formula-out benchmark because the standard grouped split can place zero BN formulas in validation/test. This is a small-sample diagnostic for BN-centered generalization, not a definitive BN-only benchmark.",2.0876944444444447,2.331996310378145,-0.671800307548273,3.0
fractional_composition_vector,composition_only,True,118,hist_gradient_boosting,candidate_model,False,leave_one_bn_formula_out,full_dataset_minus_held_out_bn_formula,10,12,10,ok,"Runs a dedicated BN-focused leave-one-formula-out benchmark because the standard grouped split can place zero BN formulas in validation/test. This is a small-sample diagnostic for BN-centered generalization, not a definitive BN-only benchmark.",1.2988895492581274,1.9931035871590341,-0.22120458009641086,
fractional_composition_vector,composition_only,True,118,linear_regression,candidate_model,False,leave_one_bn_formula_out,full_dataset_minus_held_out_bn_formula,10,12,10,ok,"Runs a dedicated BN-focused leave-one-formula-out benchmark because the standard grouped split can place zero BN formulas in validation/test. This is a small-sample diagnostic for BN-centered generalization, not a definitive BN-only benchmark.",1.9989465851016284,2.4367165730958646,-0.8253187590019069,
fractional_composition_vector,composition_only,True,118,torch_fractional_attention,candidate_model,False,leave_one_bn_formula_out,full_dataset_minus_held_out_bn_formula,10,12,10,ok,"Runs a dedicated BN-focused leave-one-formula-out benchmark because the standard grouped split can place zero BN formulas in validation/test. This is a small-sample diagnostic for BN-centered generalization, not a definitive BN-only benchmark.",1.4422129533931964,1.9050922863830702,-0.11573413469111138,
fractional_composition_vector,composition_only,True,118,torch_mlp_ensemble,candidate_model,False,leave_one_bn_formula_out,full_dataset_minus_held_out_bn_formula,10,12,10,ok,"Runs a dedicated BN-focused leave-one-formula-out benchmark because the standard grouped split can place zero BN formulas in validation/test. This is a small-sample diagnostic for BN-centered generalization, not a definitive BN-only benchmark.",1.4344376417230147,1.9053579539629684,-0.1160453375206818,
fractional_composition_vector,composition_only,True,118,dummy_mean,global_dummy_mean_baseline,False,leave_one_bn_formula_out,full_dataset_minus_held_out_bn_formula,10,12,10,ok,"Runs a dedicated BN-focused leave-one-formula-out benchmark because the standard grouped split can place zero BN formulas in validation/test. This is a small-sample diagnostic for BN-centered generalization, not a definitive BN-only benchmark.",1.3062295325718176,1.9748301730739812,-0.19891444030854255,
